Date;HomeTeam;AwayTeam;FTR;h_course;d_course;a_course;h_pts_3;h_pts_5;h_pts_7;h_gz_3;h_gz_5;h_gz_7;h_gs_3;h_gs_5;h_gs_7;h_sh_od_3;h_sh_od_5;h_sh_od_7;h_sh_ot_3;h_sh_ot_5;h_sh_ot_7;h_sot_od_3;h_sot_od_5;h_sot_od_7;h_sot_ot_3;h_sot_ot_5;h_sot_ot_7;h_cw_3;h_cw_5;h_cw_7;h_cb_3;h_cb_5;h_cb_7;h_yc_3;h_yc_5;h_yc_7;h_rc_3;h_rc_5;h_rc_7;h_pts_per_math;h_gz;h_gs;h_sh_od;h_sh_ot;h_cw;h_cb;h_pozycja;a_pts_3;a_pts_5;a_pts_7;a_gz_3;a_gz_5;a_gz_7;a_gs_3;a_gs_5;a_gs_7;a_sh_od_3;a_sh_od_5;a_sh_od_7;a_sh_ot_3;a_sh_ot_5;a_sh_ot_7;a_sot_od_3;a_sot_od_5;a_sot_od_7;a_sot_ot_3;a_sot_ot_5;a_sot_ot_7;a_cw_3;a_cw_5;a_cw_7;a_cb_3;a_cb_5;a_cb_7;a_yc_3;a_yc_5;a_yc_7;a_rc_3;a_rc_5;a_rc_7;a_pts_per_math;a_gz;a_gs;a_sh_od;a_sh_ot;a_cw;a_cb;a_pozycja;position_dst
2016-08-19;Man United;Southampton;H;1.53;4.2;7.5;1.3333333333333333;1.0;1.2857142857142858;1.0;0.8;0.8571428571428571;0.6666666666666666;1.0;0.7142857142857143;9.333333333333334;10.0;9.285714285714286;12.333333333333334;11.6;12.142857142857142;1.6666666666666667;3.0;3.142857142857143;4.666666666666667;4.4;4.0;3.0;4.6;4.285714285714286;7.0;5.6;5.428571428571429;1.6666666666666667;1.4;1.1428571428571428;0.0;0.0;0.14285714285714285;;;;;;;;13;1.3333333333333333;1.0;0.8571428571428571;0.6666666666666666;0.4;0.5714285714285714;0.6666666666666666;0.8;1.1428571428571428;15.0;12.6;12.285714285714286;13.0;13.4;13.285714285714286;5.333333333333333;3.8;3.5714285714285716;2.3333333333333335;3.8;3.857142857142857;4.666666666666667;5.6;5.857142857142857;6.333333333333333;5.4;5.571428571428571;1.3333333333333333;1.6;1.4285714285714286;0.0;0.0;0.0;;;;;;;;10;3
2016-08-20;Burnley;Liverpool;H;6.5;4.2;1.57;0.3333333333333333;0.8;0.7142857142857143;1.3333333333333333;1.2;1.0;2.0;1.6;1.5714285714285714;12.333333333333334;10.8;10.571428571428571;14.333333333333334;14.0;15.857142857142858;2.6666666666666665;2.2;2.7142857142857144;4.333333333333333;4.8;5.142857142857143;2.6666666666666665;3.0;3.5714285714285716;6.666666666666667;7.4;6.714285714285714;1.3333333333333333;1.2;1.2857142857142858;0.0;0.0;0.0;;;;;;;;5;2.3333333333333335;2.0;2.2857142857142856;2.3333333333333335;1.8;1.7142857142857142;0.0;0.4;0.42857142857142855;22.666666666666668;18.8;17.571428571428573;7.666666666666667;7.8;7.857142857142857;9.666666666666666;7.6;6.285714285714286;2.0;2.2;2.4285714285714284;4.0;4.2;4.714285714285714;4.333333333333333;3.8;4.0;0.3333333333333333;0.6;0.8571428571428571;0.0;0.0;0.0;;;;;;;;13;8
2016-08-20;Leicester;Arsenal;D;2.88;3.6;2.5;0.3333333333333333;1.4;1.1428571428571428;1.0;1.4;1.2857142857142858;3.0;1.8;1.7142857142857142;14.0;11.8;10.285714285714286;17.666666666666668;16.6;15.714285714285714;4.666666666666667;4.0;3.5714285714285716;7.0;6.4;5.857142857142857;5.333333333333333;6.4;5.428571428571429;4.666666666666667;4.0;5.714285714285714;3.3333333333333335;2.4;2.5714285714285716;0.0;0.0;0.0;;;;;;;;12;3.0;3.0;2.5714285714285716;3.0;2.6;2.0;0.6666666666666666;0.4;0.5714285714285714;21.0;16.6;15.285714285714286;12.666666666666666;12.4;12.714285714285714;9.333333333333334;7.2;6.428571428571429;4.333333333333333;4.0;4.857142857142857;9.0;7.4;7.714285714285714;5.333333333333333;6.6;6.857142857142857;2.6666666666666665;2.2;2.2857142857142856;0.3333333333333333;0.2;0.14285714285714285;;;;;;;;3;9
2016-08-20;Stoke;Man City;A;5.5;3.8;1.73;1.3333333333333333;1.0;1.1428571428571428;1.3333333333333333;0.8;1.1428571428571428;2.0;1.6;1.5714285714285714;12.666666666666666;13.2;12.714285714285714;12.0;11.6;12.285714285714286;3.3333333333333335;3.4;3.5714285714285716;4.666666666666667;4.8;4.428571428571429;8.0;6.6;5.857142857142857;3.3333333333333335;4.8;5.571428571428571;1.6666666666666667;1.6;1.1428571428571428;0.0;0.0;0.0;;;;;;;;14;3.0;2.2;2.4285714285714284;3.3333333333333335;2.4;2.5714285714285716;0.6666666666666666;0.8;0.7142857142857143;21.333333333333332;21.0;20.857142857142858;6.333333333333333;7.2;7.142857142857143;9.0;7.4;7.0;2.6666666666666665;3.0;2.4285714285714284;8.333333333333334;8.6;8.285714285714286;2.3333333333333335;3.0;3.0;1.6666666666666667;2.0;1.4285714285714286;0.0;0.0;0.0;;;;;;;;11;3
2016-08-20;Swansea;Hull;A;1.8;3.6;5.25;3.0;2.6;1.8571428571428572;1.6666666666666667;1.6;1.1428571428571428;0.3333333333333333;0.4;0.5714285714285714;8.0;9.2;9.0;12.333333333333334;11.6;12.428571428571429;3.0;3.8;3.4285714285714284;3.6666666666666665;4.0;4.714285714285714;6.666666666666667;6.6;5.428571428571429;5.666666666666667;5.2;5.142857142857143;0.3333333333333333;1.0;0.8571428571428571;0.0;0.0;0.0;;;;;;;;16;0.0;0.8;0.5714285714285714;0.3333333333333333;0.6;0.7142857142857143;4.333333333333333;2.6;2.7142857142857144;11.666666666666666;10.4;10.285714285714286;14.333333333333334;13.4;14.857142857142858;3.3333333333333335;2.8;2.5714285714285716;7.666666666666667;5.4;5.428571428571429;5.333333333333333;5.2;5.142857142857143;3.3333333333333335;4.6;4.714285714285714;2.6666666666666665;2.8;2.5714285714285716;0.0;0.2;0.14285714285714285;;;;;;;;12;4
2016-08-20;Tottenham;Crystal Palace;H;1.45;4.75;8;3.0;2.4;2.5714285714285716;5.0;3.4;3.142857142857143;1.0;0.8;0.5714285714285714;19.666666666666668;18.0;18.857142857142858;10.0;11.0;9.428571428571429;11.0;9.8;9.571428571428571;3.6666666666666665;4.0;3.142857142857143;5.0;7.2;8.571428571428571;3.0;3.4;2.857142857142857;0.6666666666666666;1.0;1.1428571428571428;0.0;0.0;0.0;;;;;;;;17;1.0;0.6;1.0;1.3333333333333333;0.8;1.1428571428571428;2.3333333333333335;2.0;1.8571428571428572;7.666666666666667;8.8;9.428571428571429;14.666666666666666;14.2;13.0;2.3333333333333335;2.6;2.857142857142857;4.666666666666667;4.2;3.4285714285714284;4.0;5.6;5.571428571428571;6.333333333333333;6.8;6.142857142857143;2.0;2.2;1.8571428571428572;0.0;0.0;0.0;;;;;;;;12;5
2016-08-20;Watford;Chelsea;A;5.5;3.8;1.73;0.0;0.0;0.42857142857142855;1.0;0.6;0.5714285714285714;2.6666666666666665;2.2;2.142857142857143;12.333333333333334;11.8;11.714285714285714;16.666666666666668;14.0;14.571428571428571;4.0;3.2;3.5714285714285716;6.666666666666667;6.2;5.857142857142857;4.0;4.4;4.714285714285714;9.0;7.2;6.428571428571429;2.3333333333333335;2.2;1.7142857142857142;0.3333333333333333;0.2;0.14285714285714285;;;;;;;;18;3.0;3.0;2.5714285714285716;3.3333333333333335;3.2;2.857142857142857;1.3333333333333333;0.8;1.1428571428571428;25.333333333333332;21.6;18.571428571428573;7.666666666666667;7.4;8.285714285714286;7.333333333333333;6.8;5.857142857142857;2.6666666666666665;2.6;2.857142857142857;9.0;7.8;6.857142857142857;3.0;2.4;2.857142857142857;1.0;1.4;1.7142857142857142;0.0;0.0;0.0;;;;;;;;13;5
2016-08-20;West Brom;Everton;A;3;3.25;2.6;0.0;0.2;0.14285714285714285;0.6666666666666666;0.8;0.5714285714285714;2.0;1.8;1.5714285714285714;9.333333333333334;11.0;11.285714285714286;19.0;15.4;14.571428571428571;3.0;3.2;3.4285714285714284;5.666666666666667;4.4;3.857142857142857;3.3333333333333335;4.6;4.857142857142857;7.333333333333333;6.6;5.714285714285714;2.0;2.2;2.2857142857142856;0.0;0.0;0.0;;;;;;;;19;1.0;0.8;1.4285714285714286;0.6666666666666666;0.4;1.2857142857142858;1.3333333333333333;1.4;1.4285714285714286;15.0;12.2;14.571428571428571;13.333333333333334;13.2;12.142857142857142;5.0;3.8;4.714285714285714;5.0;4.6;4.714285714285714;6.666666666666667;5.2;5.142857142857143;7.0;6.6;6.571428571428571;1.3333333333333333;2.0;2.0;0.0;0.0;0.0;;;;;;;;15;4
2016-08-21;Sunderland;Middlesbrough;A;2.55;3.2;3.1;0.0;0.6;0.5714285714285714;0.3333333333333333;0.6;0.7142857142857143;3.0;2.0;1.8571428571428572;8.666666666666666;11.0;11.285714285714286;22.333333333333332;19.6;15.857142857142858;3.0;3.8;3.857142857142857;8.0;7.4;6.0;4.0;4.4;5.0;10.666666666666666;8.8;6.857142857142857;2.3333333333333335;2.2;2.142857142857143;0.0;0.0;0.0;;;;;;;;19;0.0;0.8;0.5714285714285714;0.3333333333333333;0.8;0.7142857142857143;2.6666666666666665;2.0;2.2857142857142856;8.333333333333334;9.0;9.0;20.0;18.4;17.714285714285715;2.3333333333333335;3.0;3.142857142857143;7.0;5.8;6.142857142857143;3.3333333333333335;3.4;3.142857142857143;4.666666666666667;6.0;5.428571428571429;2.0;2.6;2.4285714285714284;0.0;0.0;0.14285714285714285;;;;;;;;17;2
2016-08-21;West Ham;Bournemouth;H;1.95;3.75;4;2.0;1.6;1.7142857142857142;1.0;0.6;0.8571428571428571;1.6666666666666667;1.0;1.0;12.333333333333334;12.8;12.142857142857142;15.333333333333334;13.8;12.428571428571429;4.0;3.8;4.0;5.666666666666667;4.2;3.7142857142857144;4.0;4.6;4.0;5.0;4.8;5.0;2.6666666666666665;2.0;2.142857142857143;0.0;0.0;0.14285714285714285;;;;;;;;20;1.6666666666666667;2.2;1.5714285714285714;1.6666666666666667;2.0;1.5714285714285714;1.3333333333333333;0.8;1.5714285714285714;13.333333333333334;15.0;13.142857142857142;16.333333333333332;14.2;15.714285714285714;4.0;5.8;4.428571428571429;3.6666666666666665;3.6;5.285714285714286;2.6666666666666665;3.4;3.142857142857143;5.666666666666667;5.2;6.142857142857143;1.0;1.0;1.1428571428571428;0.0;0.0;0.0;;;;;;;;17;3
